survey_year,island,site_id,site_name,state,ecoregion,n_sites,live_coral_cover_pct,lcc_prev,years_since_prev,lcc_change,lcc_change_rate,region_avg_lcc_pct,island_vs_region_pct,grp_other,grp_available_substrate,grp_sand,grp_disturbance_indicators,grp_pollution_indicators,fish_butterflyfish,fish_snapper,fish_parrotfish,fish_grouper,fish_sweetlips,fish_moray_eel,inv_diadema_urchin,inv_sea_cucumber,inv_giant_clam,inv_crown_of_thorns,cot_outbreak,grazer_ratio,n_highvalue_fish_absent,n_curio_inverts_absent,impact_anchor,impact_nets,impact_trash,impact_bleaching,impact_cot,confidence,substrate6_source,fish_source,n_sites_source
2024,Perhentian,PERHENTIAN_S10,Perhentian Reef Site 10,Terengganu,Sunda Shelf,1,48.0782,48.2889,1,-0.2107,-0.2107,52.8270,-9.6644,2.3281,17.9066,7.2729,15.8091,8.6051,5.9432,6.1536,3.7355,0.923,0.0872,0.0573,16.3335,10.7243,4.3676,0.3182,1,0.3639,2,3,0,1,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Perhentian,PERHENTIAN_S10,Perhentian Reef Site 10,Terengganu,Sunda Shelf,1,49.8447,48.0782,1,1.7665,1.7665,51.8995,-6.4218,2.4315,17.4102,7.1712,11.6637,11.4787,6.1388,6.0497,2.9593,0.9555,0.1055,0.0602,17.9892,7.6883,3.5381,0.2873,0,0.3487,2,3,1,1,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Pom Pom,POM_POM_S01,Pom Pom Reef Site 01,Sabah,North Borneo,1,19.7549,,,,,35.7537,-16.4934,1.8738,6.5071,7.9929,60.3061,3.5652,2.0456,0.314,0.5727,0.239,0.3897,0.2529,16.0607,0.087,0.3487,0.0768,0,0.5338,2,1,0,0,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Pom Pom,POM_POM_S01,Pom Pom Reef Site 01,Sabah,North Borneo,1,16.8312,19.7549,1,-2.9237,-2.9237,37.5384,-18.0148,2.1,7.3555,8.8133,61.6878,3.2122,2.7913,0.283,0.7419,0.2711,0.2298,0.2612,15.6179,0.0773,0.4657,0.0658,0,0.4514,2,1,0,0,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Pom Pom,POM_POM_S01,Pom Pom Reef Site 01,Sabah,North Borneo,1,18.0956,16.8312,1,1.2644,1.2644,37.2980,-17.5505,2.1149,6.9898,8.3203,61.9561,2.5234,3.9967,0.3773,0.8034,0.332,0.0382,0.2692,20.411,0.0567,0.6577,0.0395,0,0.3282,3,3,1,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Pom Pom,POM_POM_S01,Pom Pom Reef Site 01,Sabah,North Borneo,1,18.9958,18.0956,1,0.9002,0.9002,38.2871,-19.9374,1.6743,8.7999,9.589,57.107,3.834,3.2327,0.3047,0.8293,0.332,0.283,0.1697,10.4615,0.0997,0.5629,0.0517,0,0.5009,3,3,0,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Pom Pom,POM_POM_S01,Pom Pom Reef Site 01,Sabah,North Borneo,1,19.7942,18.9958,2,0.7984,0.3992,37.1972,-19.4705,1.8449,7.0313,11.4495,56.3435,3.5366,3.4112,0.4419,1.0045,0.329,0.4221,0.1846,5.2294,0.0733,0.8626,0.0534,0,0.6516,2,1,0,1,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Pom Pom,POM_POM_S01,Pom Pom Reef Site 01,Sabah,North Borneo,1,17.1199,19.7942,1,-2.6743,-2.6743,36.1615,-18.0940,1.8657,8.0585,14.862,55.4998,2.594,2.9587,0.5141,0.9251,0.2589,0.338,0.182,9.9044,0.0934,0.2445,0.0405,0,0.1623,3,2,0,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Pom Pom,POM_POM_S01,Pom Pom Reef Site 01,Sabah,North Borneo,1,17.1416,17.1199,1,0.0217,0.0217,38.1385,-19.5825,1.7872,6.5248,7.0675,64.9446,2.5343,4.6476,0.5519,0.6109,0.2668,0.1709,0.3411,17.6087,0.0343,0.5841,0.0493,0,0.1564,2,3,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Pom Pom,POM_POM_S01,Pom Pom Reef Site 01,Sabah,North Borneo,1,13.0922,17.1416,2,-4.0494,-2.0247,37.4967,-22.1198,1.9036,6.8477,9.4462,66.4779,2.2324,4.4815,0.408,0.8264,0.2887,0.2643,0.2546,20.4867,0.0642,0.3115,0.0252,0,0.2604,2,2,1,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Pom Pom,POM_POM_S01,Pom Pom Reef Site 01,Sabah,North Borneo,1,18.6683,13.0922,1,5.5761,5.5761,37.4356,-16.3558,2.0686,6.9777,8.4419,59.8817,3.9618,3.5128,0.4228,0.7737,0.2678,0.2873,0.2615,4.4866,0.0704,0.5994,0.0657,0,0.4153,2,2,1,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Pom Pom,POM_POM_S01,Pom Pom Reef Site 01,Sabah,North Borneo,1,18.9825,18.6683,1,0.3142,0.3142,36.4709,-18.0501,2.0347,5.8156,11.684,58.5496,2.9336,4.06,0.4313,1.0065,0.2918,0.2331,0.2093,14.4915,0.0954,0.4536,0.0678,0,0.2454,3,2,0,0,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Pom Pom,POM_POM_S01,Pom Pom Reef Site 01,Sabah,North Borneo,1,17.2208,18.9825,1,-1.7617,-1.7617,36.5328,-18.6128,1.4373,5.4586,10.5538,62.1459,3.1836,3.7254,0.4043,0.7327,0.2514,0.3961,0.2745,7.6081,0.11,0.477,0.0169,0,0.395,3,1,0,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Pom Pom,POM_POM_S01,Pom Pom Reef Site 01,Sabah,North Borneo,1,21.5927,17.2208,1,4.3719,4.3719,37.6220,-16.6420,1.5362,7.8697,9.5931,55.1647,4.2436,2.7315,0.3585,0.8355,0.2137,0.2524,0.1441,5.8742,0.0392,0.6571,0.0662,0,0.5094,3,1,0,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,16.045,,,,,35.7537,-16.4934,1.3808,6.5331,6.563,65.9512,3.5268,2.7241,0.4033,0.735,0.1258,0.2411,0.129,16.1472,0.1375,0.3219,0.101,0,0.4185,2,0,0,0,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,17.3955,16.0450,1,1.3505,1.3505,37.5384,-18.0148,1.5652,6.6387,7.4189,64.0298,2.9519,3.403,0.5169,0.8295,0.1461,0.1606,0.1412,17.1536,0.104,0.453,0.101,0,0.275,2,1,1,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,17.78,17.3955,1,0.3845,0.3845,37.2980,-17.5505,1.4743,5.1032,5.1246,68.4825,2.0354,4.4755,0.557,0.8722,0.1727,0.0344,0.1601,17.5948,0.0748,0.5559,0.0453,0,0.2731,2,2,0,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,13.0646,17.7800,1,-4.7154,-4.7154,38.2871,-19.9374,1.579,7.2184,8.9128,65.0274,4.1979,4.6002,0.4479,1.063,0.1605,0.2197,0.1291,9.6838,0.1539,0.5705,0.0697,0,0.3296,2,2,0,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,15.2912,13.0646,2,2.2266,1.1133,37.1972,-19.4705,1.4308,6.2222,7.2442,66.1774,3.6341,4.5404,0.5899,1.2533,0.1907,0.23,0.1283,5.5153,0.0895,0.7113,0.0581,0,0.531,2,1,0,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,13.6012,15.2912,1,-1.6900,-1.6900,36.1615,-18.0940,1.6685,7.1155,9.9837,64.927,2.7042,4.6524,0.8273,0.8968,0.1863,0.2665,0.1077,10.5828,0.1527,0.271,0.0452,0,0.1173,2,1,0,0,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,14.5464,13.6012,1,0.9452,0.9452,38.1385,-19.5825,1.4578,4.5337,4.8492,72.372,2.2409,6.4075,0.6427,0.6128,0.1157,0.112,0.1701,17.3615,0.0594,0.721,0.0563,0,0.1028,2,2,1,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,18.1266,14.5464,1,3.5802,3.5802,38.1603,-17.6035,1.3715,6.2926,4.8773,66.8594,2.4728,5.352,0.5735,0.8295,0.1821,0.14,0.1041,10.213,0.1373,0.6288,0.0436,0,0.3046,2,1,0,0,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,10.7266,18.1266,1,-7.4000,-7.4000,37.4967,-22.1198,1.4912,6.2699,6.1943,73.2377,2.0803,6.329,0.5528,0.7414,0.1666,0.1461,0.1267,24.1948,0.105,0.4269,0.0384,0,0.1635,2,1,1,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,16.4359,10.7266,1,5.7093,5.7093,37.4356,-16.3558,1.2476,5.5725,5.5726,67.9992,3.1722,4.2059,0.5756,0.7455,0.1772,0.1943,0.1466,5.612,0.1228,0.4926,0.0898,0,0.3395,2,1,0,0,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,14.3951,16.4359,1,-2.0408,-2.0408,36.4709,-18.0501,1.6226,5.1896,7.6567,68.0397,3.0963,3.9174,0.6223,0.7793,0.1504,0.1257,0.1278,14.1608,0.1111,0.552,0.0762,0,0.2038,2,1,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,14.2615,14.3951,1,-0.1336,-0.1336,36.5328,-18.6128,1.3593,7.5168,8.8403,64.3131,3.709,3.8502,0.5629,0.8095,0.1374,0.2779,0.1614,8.8731,0.1602,0.462,0.0218,0,0.3497,2,1,0,0,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Pom Pom,POM_POM_S02,Pom Pom Reef Site 02,Sabah,North Borneo,1,15.9765,14.2615,1,1.7150,1.7150,37.6220,-16.6420,1.2503,7.8592,6.1999,64.2381,4.4761,3.8994,0.5342,0.9344,0.1688,0.1367,0.1019,7.715,0.0686,0.6424,0.0823,0,0.4443,2,1,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Pom Pom,POM_POM_S03,Pom Pom Reef Site 03,Sabah,North Borneo,1,20.848,,,,,35.7537,-16.4934,0.8678,5.0113,11.8418,56.0636,5.3676,3.0649,0.4444,0.3993,0.0824,0.3841,0.1329,32.4726,0.1522,0.3169,0.1166,0,0.6181,2,0,0,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Pom Pom,POM_POM_S03,Pom Pom Reef Site 03,Sabah,North Borneo,1,20.275,20.8480,2,-0.5730,-0.2865,37.2980,-17.5505,0.9447,5.741,10.0199,59.6435,3.3759,5.6691,0.6328,0.5644,0.1388,0.0411,0.1755,34.8546,0.1042,0.5103,0.0489,0,0.4231,2,2,1,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Pom Pom,POM_POM_S03,Pom Pom Reef Site 03,Sabah,North Borneo,1,15.1507,20.2750,2,-5.1243,-2.5621,36.6811,-22.4635,0.6564,5.176,15.9122,58.9346,4.1701,6.1165,0.6079,0.6009,0.0852,0.2329,0.1044,4.5278,0.2288,0.4792,0.0772,0,0.6369,2,1,0,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Pom Pom,POM_POM_S03,Pom Pom Reef Site 03,Sabah,North Borneo,1,19.253,15.1507,1,4.1023,4.1023,37.1972,-19.4705,0.9586,6.7619,13.3829,54.865,4.7786,4.7073,0.7531,0.5503,0.152,0.2923,0.1568,7.7832,0.1173,0.7244,0.0613,0,0.8098,2,1,0,1,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Pom Pom,POM_POM_S03,Pom Pom Reef Site 03,Sabah,North Borneo,1,17.0672,19.2530,1,-2.1858,-2.1858,36.1615,-18.0940,0.9023,5.2328,19.7845,53.8143,3.1989,5.4253,0.8457,0.5293,0.1398,0.2734,0.1422,17.7141,0.1864,0.2763,0.0426,0,0.1971,2,1,1,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Pom Pom,POM_POM_S03,Pom Pom Reef Site 03,Sabah,North Borneo,1,20.4138,17.0672,1,3.3466,3.3466,38.1385,-19.5825,0.7767,3.7194,7.544,65.0214,2.5247,6.9984,0.8857,0.3633,0.1121,0.1424,0.1905,32.1459,0.0669,0.5595,0.0536,0,0.1571,2,2,1,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Pom Pom,POM_POM_S03,Pom Pom Reef Site 03,Sabah,North Borneo,1,21.8895,20.4138,1,1.4757,1.4757,38.1603,-17.6035,0.8468,4.5549,8.1153,61.537,3.0565,5.1216,0.5935,0.4312,0.1168,0.1604,0.1046,15.6575,0.1515,0.5378,0.0474,0,0.5276,2,1,0,0,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Pom Pom,POM_POM_S03,Pom Pom Reef Site 03,Sabah,North Borneo,1,25.1502,21.8895,2,3.2607,1.6303,37.4356,-16.3558,0.8572,4.9091,12.0632,52.7193,4.3011,5.7814,0.6689,0.4721,0.1241,0.1769,0.1911,7.4603,0.1118,0.5235,0.0952,0,0.4581,2,2,0,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Pom Pom,POM_POM_S03,Pom Pom Reef Site 03,Sabah,North Borneo,1,18.1958,25.1502,1,-6.9544,-6.9544,36.4709,-18.0501,0.8299,3.9285,11.3239,62.4843,3.2377,6.1464,0.8532,0.5527,0.1464,0.1602,0.1071,23.0939,0.1123,0.5015,0.0642,0,0.3637,2,1,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Pom Pom,POM_POM_S03,Pom Pom Reef Site 03,Sabah,North Borneo,1,18.2615,18.1958,1,0.0657,0.0657,36.5328,-18.6128,0.7196,4.5583,13.142,59.283,4.0356,4.4975,0.7173,0.4684,0.1076,0.3036,0.1971,12.6437,0.1658,0.433,0.0224,0,0.4498,2,1,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Pom Pom,POM_POM_S04,Pom Pom Reef Site 04,Sabah,North Borneo,1,21.4782,,,,,37.5384,-18.0148,0.8127,2.4731,6.279,67.007,1.95,3.1305,0.5274,0.4707,0.1643,0.141,0.1492,21.5875,0.1229,0.5089,0.1335,0,0.2474,3,1,0,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Pom Pom,POM_POM_S04,Pom Pom Reef Site 04,Sabah,North Borneo,1,19.6249,21.4782,1,-1.8533,-1.8533,37.2980,-17.5505,0.8509,2.6603,4.6167,70.5588,1.6884,3.2322,0.6119,0.5578,0.2338,0.0268,0.1664,17.8921,0.0841,0.7013,0.097,0,0.1588,2,3,1,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Pom Pom,POM_POM_S04,Pom Pom Reef Site 04,Sabah,North Borneo,1,18.0276,19.6249,1,-1.5973,-1.5973,38.2871,-19.9374,0.6586,3.2664,7.8908,67.7478,2.4088,3.4065,0.543,0.7071,0.2067,0.1407,0.1053,10.3092,0.1649,0.6579,0.1133,0,0.2412,2,2,1,0,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Pom Pom,POM_POM_S04,Pom Pom Reef Site 04,Sabah,North Borneo,1,13.9015,18.0276,1,-4.1261,-4.1261,36.6811,-22.4635,0.6057,3.3658,9.2788,70.448,2.4003,4.4524,0.3661,0.5763,0.1753,0.1749,0.1053,3.002,0.2024,0.73,0.166,0,0.3126,3,1,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Pom Pom,POM_POM_S04,Pom Pom Reef Site 04,Sabah,North Borneo,1,19.7896,13.9015,1,5.8881,5.8881,37.1972,-19.4705,0.7736,2.9958,9.5541,64.1932,2.6937,3.895,0.5785,0.7432,0.2187,0.1913,0.0922,5.9193,0.0944,0.8792,0.089,0,0.3445,3,1,0,0,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Pom Pom,POM_POM_S04,Pom Pom Reef Site 04,Sabah,North Borneo,1,18.8787,19.7896,1,-0.9109,-0.9109,36.1615,-18.0940,0.9593,3.1047,11.7374,63.4984,1.8215,3.63,0.8142,0.8566,0.1918,0.2096,0.0865,11.8125,0.1815,0.389,0.0709,0,0.0834,2,1,0,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Pom Pom,POM_POM_S04,Pom Pom Reef Site 04,Sabah,North Borneo,1,17.1018,18.8787,1,-1.7769,-1.7769,38.1385,-19.5825,0.6818,2.4965,5.4004,72.9869,1.3326,5.689,0.7188,0.3805,0.1955,0.0792,0.158,17.6232,0.0634,0.8827,0.1008,0,0.0681,2,3,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Pom Pom,POM_POM_S04,Pom Pom Reef Site 04,Sabah,North Borneo,1,18.4599,17.1018,1,1.3581,1.3581,38.1603,-17.6035,0.6151,2.7176,5.4244,71.2166,1.5665,3.5423,0.5894,0.6029,0.197,0.0999,0.1045,11.4316,0.1553,0.8556,0.0694,0,0.2186,3,1,0,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Pom Pom,POM_POM_S04,Pom Pom Reef Site 04,Sabah,North Borneo,1,19.9976,18.4599,2,1.5377,0.7688,37.4356,-16.3558,0.868,2.9932,7.7715,65.7368,2.633,3.0599,0.503,0.4739,0.2208,0.108,0.1256,5.0477,0.1131,0.774,0.1595,0,0.1957,2,1,0,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Pom Pom,POM_POM_S04,Pom Pom Reef Site 04,Sabah,North Borneo,1,18.2939,19.9976,1,-1.7037,-1.7037,36.4709,-18.0501,0.8181,2.6392,8.396,67.5795,2.2734,3.1509,0.5701,0.6262,0.2203,0.1108,0.1025,13.7513,0.1295,0.5734,0.1127,0,0.1361,3,1,1,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Pom Pom,POM_POM_S04,Pom Pom Reef Site 04,Sabah,North Borneo,1,18.5129,18.2939,1,0.2190,0.2190,36.5328,-18.6128,0.7174,3.3085,8.4436,66.2602,2.7574,3.0687,0.6051,0.5881,0.1637,0.2085,0.153,9.5633,0.1724,0.5862,0.0419,0,0.2025,3,1,0,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Pom Pom,POM_POM_S04,Pom Pom Reef Site 04,Sabah,North Borneo,1,20.9874,18.5129,1,2.4745,2.4745,37.6220,-16.6420,0.6029,3.3937,6.7134,65.4702,2.8324,3.4258,0.5699,0.5789,0.1684,0.0985,0.0798,5.711,0.0927,0.8659,0.1212,0,0.2336,2,1,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Pom Pom,POM_POM_S05,Pom Pom Reef Site 05,Sabah,North Borneo,1,27.511,,,,,37.5384,-18.0148,1.3767,6.3868,7.0716,53.7517,3.9022,5.6527,0.4443,0.5388,0.1428,0.2134,0.1811,20.7272,0.0942,0.6141,0.0609,0,0.3789,2,1,1,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Pom Pom,POM_POM_S05,Pom Pom Reef Site 05,Sabah,North Borneo,1,26.0201,27.5110,1,-1.4909,-1.4909,37.2980,-17.5505,1.1758,5.4342,6.2749,58.8928,2.2022,7.0753,0.544,0.5008,0.1441,0.0358,0.22,22.6127,0.0681,0.8878,0.0346,0,0.3404,2,3,1,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Pom Pom,POM_POM_S05,Pom Pom Reef Site 05,Sabah,North Borneo,1,24.1575,26.0201,1,-1.8626,-1.8626,38.2871,-19.9374,1.1182,6.2886,9.1198,55.8604,3.4555,4.6321,0.4146,0.622,0.1092,0.2345,0.1661,12.4058,0.1222,0.7725,0.0447,0,0.3817,2,2,1,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Pom Pom,POM_POM_S05,Pom Pom Reef Site 05,Sabah,North Borneo,1,24.4785,24.1575,3,0.3210,0.1070,36.1615,-18.0940,1.37,6.5415,12.0021,52.856,2.7519,6.3516,0.778,0.5533,0.1147,0.3796,0.1438,14.4153,0.1747,0.3893,0.046,0,0.1525,2,1,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Pom Pom,POM_POM_S05,Pom Pom Reef Site 05,Sabah,North Borneo,1,25.3577,24.4785,1,0.8792,0.8792,38.1385,-19.5825,1.1182,5.1377,5.7805,60.0755,2.5303,8.4498,0.6869,0.3991,0.1254,0.1427,0.2677,22.0842,0.0558,1.0074,0.0393,0,0.0923,2,3,1,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Pom Pom,POM_POM_S05,Pom Pom Reef Site 05,Sabah,North Borneo,1,27.8857,25.3577,1,2.5280,2.5280,38.1603,-17.6035,0.9398,4.4237,5.927,58.3927,2.431,6.8824,0.5914,0.5773,0.1011,0.1657,0.1666,11.6344,0.1046,0.82,0.0324,0,0.3224,2,1,0,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Pom Pom,POM_POM_S05,Pom Pom Reef Site 05,Sabah,North Borneo,1,21.9358,27.8857,1,-5.9499,-5.9499,37.4967,-22.1198,0.9292,5.2264,7.5539,62.1665,2.1882,8.5431,0.5278,0.5036,0.1408,0.1768,0.2043,26.2838,0.1052,0.5319,0.028,0,0.2178,2,1,0,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Pom Pom,POM_POM_S05,Pom Pom Reef Site 05,Sabah,North Borneo,1,29.356,21.9358,1,7.4202,7.4202,37.4356,-16.3558,1.2971,5.3191,7.7939,52.6759,3.558,7.9569,0.5107,0.6309,0.1307,0.2272,0.2066,5.3968,0.0955,0.7354,0.073,0,0.3612,2,1,0,0,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Pom Pom,POM_POM_S05,Pom Pom Reef Site 05,Sabah,North Borneo,1,24.6157,29.3560,1,-4.7403,-4.7403,36.4709,-18.0501,1.3586,5.192,8.1791,57.6524,3.0022,6.126,0.629,0.5327,0.1341,0.1988,0.1829,20.6611,0.1233,0.6526,0.062,0,0.2374,2,1,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Pom Pom,POM_POM_S05,Pom Pom Reef Site 05,Sabah,North Borneo,1,24.6267,24.6157,1,0.0110,0.0110,36.5328,-18.6128,0.9606,5.7962,10.7397,54.4549,3.4218,6.5535,0.5809,0.4739,0.1382,0.3649,0.1755,10.8007,0.1302,0.5901,0.02,0,0.37,2,1,1,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Pom Pom,POM_POM_S05,Pom Pom Reef Site 05,Sabah,North Borneo,1,27.2661,24.6267,1,2.6394,2.6394,37.6220,-16.6420,1.1005,7.5552,7.9528,51.1758,4.9497,5.065,0.411,0.5486,0.1008,0.1663,0.1237,9.1273,0.0549,0.9482,0.0626,0,0.4487,2,1,0,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Pom Pom,POM_POM_S06,Pom Pom Reef Site 06,Sabah,North Borneo,1,18.7531,,,,,35.7537,-16.4934,1.2491,4.1854,12.0242,60.1075,3.6807,3.3567,0.3879,0.5831,0.0624,0.3693,0.1222,25.0781,0.1858,0.3025,0.1433,0,0.3473,2,0,0,0,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Pom Pom,POM_POM_S06,Pom Pom Reef Site 06,Sabah,North Borneo,1,14.7921,18.7531,1,-3.9610,-3.9610,37.5384,-18.0148,1.5051,4.1371,13.5921,62.0691,3.9045,4.4645,0.4093,0.6537,0.0839,0.1973,0.1256,29.7661,0.1339,0.5455,0.0636,0,0.3236,2,1,0,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
