site_id,site_name,island,state,ecoregion,latitude,longitude,marine_park,synthetic_site
SERI_BUAT_S10,Seri Buat Reef Site 10,Seri Buat,Pahang,Sunda Shelf,2.697282,104.12362,Tioman Marine Park Buffer,1
SIBU_S01,Sibu Reef Site 01,Sibu,Johor,Sunda Shelf,2.222437,104.067092,Mersing Marine Park,1
SIBU_S02,Sibu Reef Site 02,Sibu,Johor,Sunda Shelf,2.222395,104.070773,Mersing Marine Park,1
SIBU_S03,Sibu Reef Site 03,Sibu,Johor,Sunda Shelf,2.219015,104.074624,Mersing Marine Park,1
SIBU_S04,Sibu Reef Site 04,Sibu,Johor,Sunda Shelf,2.214713,104.075997,Mersing Marine Park,1
SIBU_S05,Sibu Reef Site 05,Sibu,Johor,Sunda Shelf,2.207958,104.07296,Mersing Marine Park,1
SIBU_S06,Sibu Reef Site 06,Sibu,Johor,Sunda Shelf,2.204704,104.066376,Mersing Marine Park,1
SIBU_S07,Sibu Reef Site 07,Sibu,Johor,Sunda Shelf,2.20692,104.057754,Mersing Marine Park,1
SIBU_S08,Sibu Reef Site 08,Sibu,Johor,Sunda Shelf,2.212339,104.052861,Mersing Marine Park,1
SIBU_S09,Sibu Reef Site 09,Sibu,Johor,Sunda Shelf,2.221911,104.051826,Mersing Marine Park,1
SIBU_S10,Sibu Reef Site 10,Sibu,Johor,Sunda Shelf,2.229281,104.055258,Mersing Marine Park,1
SIBU_TINGGI_S01,Sibu & Tinggi Reef Site 01,Sibu & Tinggi,Johor,Sunda Shelf,2.255724,104.099451,Mersing Marine Park,1
SIBU_TINGGI_S02,Sibu & Tinggi Reef Site 02,Sibu & Tinggi,Johor,Sunda Shelf,2.255236,104.104649,Mersing Marine Park,1
SIBU_TINGGI_S03,Sibu & Tinggi Reef Site 03,Sibu & Tinggi,Johor,Sunda Shelf,2.252988,104.107696,Mersing Marine Park,1
SIBU_TINGGI_S04,Sibu & Tinggi Reef Site 04,Sibu & Tinggi,Johor,Sunda Shelf,2.246367,104.108784,Mersing Marine Park,1
SIBU_TINGGI_S05,Sibu & Tinggi Reef Site 05,Sibu & Tinggi,Johor,Sunda Shelf,2.240883,104.105701,Mersing Marine Park,1
SIBU_TINGGI_S06,Sibu & Tinggi Reef Site 06,Sibu & Tinggi,Johor,Sunda Shelf,2.238017,104.10064,Mersing Marine Park,1
SIBU_TINGGI_S07,Sibu & Tinggi Reef Site 07,Sibu & Tinggi,Johor,Sunda Shelf,2.240253,104.091018,Mersing Marine Park,1
SIBU_TINGGI_S08,Sibu & Tinggi Reef Site 08,Sibu & Tinggi,Johor,Sunda Shelf,2.245065,104.086355,Mersing Marine Park,1
SIBU_TINGGI_S09,Sibu & Tinggi Reef Site 09,Sibu & Tinggi,Johor,Sunda Shelf,2.255112,104.085091,Mersing Marine Park,1
SIBU_TINGGI_S10,Sibu & Tinggi Reef Site 10,Sibu & Tinggi,Johor,Sunda Shelf,2.263167,104.089239,Mersing Marine Park,1
SINGA_S01,Singa Reef Site 01,Singa,Kedah,Malacca Strait,6.189049,99.750079,Pulau Singa Besar (Langkawi),1
SINGA_S02,Singa Reef Site 02,Singa,Kedah,Malacca Strait,6.189277,99.753666,Pulau Singa Besar (Langkawi),1
SINGA_S03,Singa Reef Site 03,Singa,Kedah,Malacca Strait,6.186055,99.757822,Pulau Singa Besar (Langkawi),1
SINGA_S04,Singa Reef Site 04,Singa,Kedah,Malacca Strait,6.181161,99.75931,Pulau Singa Besar (Langkawi),1
SINGA_S05,Singa Reef Site 05,Singa,Kedah,Malacca Strait,6.174126,99.755636,Pulau Singa Besar (Langkawi),1
SINGA_S06,Singa Reef Site 06,Singa,Kedah,Malacca Strait,6.171345,99.751044,Pulau Singa Besar (Langkawi),1
SINGA_S07,Singa Reef Site 07,Singa,Kedah,Malacca Strait,6.172534,99.742231,Pulau Singa Besar (Langkawi),1
SINGA_S08,Singa Reef Site 08,Singa,Kedah,Malacca Strait,6.179796,99.735847,Pulau Singa Besar (Langkawi),1
SINGA_S09,Singa Reef Site 09,Singa,Kedah,Malacca Strait,6.186886,99.734574,Pulau Singa Besar (Langkawi),1
SINGA_S10,Singa Reef Site 10,Singa,Kedah,Malacca Strait,6.196647,99.73941,Pulau Singa Besar (Langkawi),1
SIPADAN_S01,Sipadan Reef Site 01,Sipadan,Sabah,North Borneo,4.120443,118.628608,Sipadan Island Park,1
SIPADAN_S02,Sipadan Reef Site 02,Sipadan,Sabah,North Borneo,4.120605,118.63267,Sipadan Island Park,1
SIPADAN_S03,Sipadan Reef Site 03,Sipadan,Sabah,North Borneo,4.117137,118.636802,Sipadan Island Park,1
SIPADAN_S04,Sipadan Reef Site 04,Sipadan,Sabah,North Borneo,4.111516,118.637874,Sipadan Island Park,1
SIPADAN_S05,Sipadan Reef Site 05,Sipadan,Sabah,North Borneo,4.106246,118.635557,Sipadan Island Park,1
SIPADAN_S06,Sipadan Reef Site 06,Sipadan,Sabah,North Borneo,4.102743,118.627884,Sipadan Island Park,1
SIPADAN_S07,Sipadan Reef Site 07,Sipadan,Sabah,North Borneo,4.10377,118.621391,Sipadan Island Park,1
SIPADAN_S08,Sipadan Reef Site 08,Sipadan,Sabah,North Borneo,4.110315,118.615043,Sipadan Island Park,1
SIPADAN_S09,Sipadan Reef Site 09,Sipadan,Sabah,North Borneo,4.120981,118.614419,Sipadan Island Park,1
SIPADAN_S10,Sipadan Reef Site 10,Sipadan,Sabah,North Borneo,4.127882,118.618137,Sipadan Island Park,1
SOUTHERN_SEMPORNA_S01,Southern Semporna Reef Site 01,Southern Semporna,Sabah,North Borneo,4.305742,118.6497,Semporna Archipelago,1
SOUTHERN_SEMPORNA_S02,Southern Semporna Reef Site 02,Southern Semporna,Sabah,North Borneo,4.30531,118.654574,Semporna Archipelago,1
SOUTHERN_SEMPORNA_S03,Southern Semporna Reef Site 03,Southern Semporna,Sabah,North Borneo,4.301891,118.658053,Semporna Archipelago,1
SOUTHERN_SEMPORNA_S04,Southern Semporna Reef Site 04,Southern Semporna,Sabah,North Borneo,4.296568,118.658883,Semporna Archipelago,1
SOUTHERN_SEMPORNA_S05,Southern Semporna Reef Site 05,Southern Semporna,Sabah,North Borneo,4.291245,118.656256,Semporna Archipelago,1
SOUTHERN_SEMPORNA_S06,Southern Semporna Reef Site 06,Southern Semporna,Sabah,North Borneo,4.288003,118.650251,Semporna Archipelago,1
SOUTHERN_SEMPORNA_S07,Southern Semporna Reef Site 07,Southern Semporna,Sabah,North Borneo,4.289721,118.641616,Semporna Archipelago,1
SOUTHERN_SEMPORNA_S08,Southern Semporna Reef Site 08,Southern Semporna,Sabah,North Borneo,4.296423,118.635908,Semporna Archipelago,1
SOUTHERN_SEMPORNA_S09,Southern Semporna Reef Site 09,Southern Semporna,Sabah,North Borneo,4.304408,118.634837,Semporna Archipelago,1
SOUTHERN_SEMPORNA_S10,Southern Semporna Reef Site 10,Southern Semporna,Sabah,North Borneo,4.313855,118.640121,Semporna Archipelago,1
TENGAH_S01,Tengah Reef Site 01,Tengah,Johor,Sunda Shelf,2.475732,103.959551,Mersing Marine Park,1
TENGAH_S02,Tengah Reef Site 02,Tengah,Johor,Sunda Shelf,2.475834,103.963872,Mersing Marine Park,1
TENGAH_S03,Tengah Reef Site 03,Tengah,Johor,Sunda Shelf,2.472919,103.967723,Mersing Marine Park,1
TENGAH_S04,Tengah Reef Site 04,Tengah,Johor,Sunda Shelf,2.467343,103.969129,Mersing Marine Park,1
TENGAH_S05,Tengah Reef Site 05,Tengah,Johor,Sunda Shelf,2.461636,103.966759,Mersing Marine Park,1
TENGAH_S06,Tengah Reef Site 06,Tengah,Johor,Sunda Shelf,2.458011,103.960507,Mersing Marine Park,1
TENGAH_S07,Tengah Reef Site 07,Tengah,Johor,Sunda Shelf,2.458782,103.952943,Mersing Marine Park,1
TENGAH_S08,Tengah Reef Site 08,Tengah,Johor,Sunda Shelf,2.46483,103.94644,Mersing Marine Park,1
TENGAH_S09,Tengah Reef Site 09,Tengah,Johor,Sunda Shelf,2.473838,103.944711,Mersing Marine Park,1
TENGAH_S10,Tengah Reef Site 10,Tengah,Johor,Sunda Shelf,2.482915,103.948935,Mersing Marine Park,1
TENGGOL_S01,Tenggol Reef Site 01,Tenggol,Terengganu,Sunda Shelf,4.80573,103.683785,Terengganu Marine Park,1
TENGGOL_S02,Tenggol Reef Site 02,Tenggol,Terengganu,Sunda Shelf,4.805865,103.687135,Terengganu Marine Park,1
TENGGOL_S03,Tenggol Reef Site 03,Tenggol,Terengganu,Sunda Shelf,4.80336,103.690861,Terengganu Marine Park,1
TENGGOL_S04,Tenggol Reef Site 04,Tenggol,Terengganu,Sunda Shelf,4.797814,103.692578,Terengganu Marine Park,1
TENGGOL_S05,Tenggol Reef Site 05,Tenggol,Terengganu,Sunda Shelf,4.791217,103.689521,Terengganu Marine Park,1
TENGGOL_S06,Tenggol Reef Site 06,Tenggol,Terengganu,Sunda Shelf,4.788003,103.68305,Terengganu Marine Park,1
TENGGOL_S07,Tenggol Reef Site 07,Tenggol,Terengganu,Sunda Shelf,4.788889,103.676056,Terengganu Marine Park,1
TENGGOL_S08,Tenggol Reef Site 08,Tenggol,Terengganu,Sunda Shelf,4.795038,103.669628,Terengganu Marine Park,1
TENGGOL_S09,Tenggol Reef Site 09,Tenggol,Terengganu,Sunda Shelf,4.803208,103.667826,Terengganu Marine Park,1
TENGGOL_S10,Tenggol Reef Site 10,Tenggol,Terengganu,Sunda Shelf,4.814411,103.67425,Terengganu Marine Park,1
TIGA_S01,Tiga Reef Site 01,Tiga,Sabah,North Borneo,5.730734,115.641263,Pulau Tiga National Park,1
TIGA_S02,Tiga Reef Site 02,Tiga,Sabah,North Borneo,5.730166,115.646447,Pulau Tiga National Park,1
TIGA_S03,Tiga Reef Site 03,Tiga,Sabah,North Borneo,5.726946,115.649757,Pulau Tiga National Park,1
TIGA_S04,Tiga Reef Site 04,Tiga,Sabah,North Borneo,5.721211,115.650456,Pulau Tiga National Park,1
TIGA_S05,Tiga Reef Site 05,Tiga,Sabah,North Borneo,5.716533,115.648357,Pulau Tiga National Park,1
TIGA_S06,Tiga Reef Site 06,Tiga,Sabah,North Borneo,5.713046,115.64275,Pulau Tiga National Park,1
TIGA_S07,Tiga Reef Site 07,Tiga,Sabah,North Borneo,5.714274,115.633881,Pulau Tiga National Park,1
TIGA_S08,Tiga Reef Site 08,Tiga,Sabah,North Borneo,5.721068,115.627673,Pulau Tiga National Park,1
TIGA_S09,Tiga Reef Site 09,Tiga,Sabah,North Borneo,5.731486,115.627276,Pulau Tiga National Park,1
TIGA_S10,Tiga Reef Site 10,Tiga,Sabah,North Borneo,5.738441,115.631239,Pulau Tiga National Park,1
TINGGI_S01,Tinggi Reef Site 01,Tinggi,Johor,Sunda Shelf,2.305742,104.1164,Mersing Marine Park,1
TINGGI_S02,Tinggi Reef Site 02,Tinggi,Johor,Sunda Shelf,2.30527,104.12131,Mersing Marine Park,1
TINGGI_S03,Tinggi Reef Site 03,Tinggi,Johor,Sunda Shelf,2.302936,104.124416,Mersing Marine Park,1
TINGGI_S04,Tinggi Reef Site 04,Tinggi,Johor,Sunda Shelf,2.297404,104.125846,Mersing Marine Park,1
TINGGI_S05,Tinggi Reef Site 05,Tinggi,Johor,Sunda Shelf,2.291781,104.123634,Mersing Marine Park,1
TINGGI_S06,Tinggi Reef Site 06,Tinggi,Johor,Sunda Shelf,2.288005,104.116362,Mersing Marine Park,1
TINGGI_S07,Tinggi Reef Site 07,Tinggi,Johor,Sunda Shelf,2.288948,104.109385,Mersing Marine Park,1
TINGGI_S08,Tinggi Reef Site 08,Tinggi,Johor,Sunda Shelf,2.295985,104.102756,Mersing Marine Park,1
TINGGI_S09,Tinggi Reef Site 09,Tinggi,Johor,Sunda Shelf,2.306233,104.102224,Mersing Marine Park,1
TINGGI_S10,Tinggi Reef Site 10,Tinggi,Johor,Sunda Shelf,2.314313,104.10752,Mersing Marine Park,1
TIOMAN_S01,Tioman Reef Site 01,Tioman,Pahang,Sunda Shelf,2.789018,104.167306,Tioman Marine Park,1
TIOMAN_S02,Tioman Reef Site 02,Tioman,Pahang,Sunda Shelf,2.789199,104.170473,Tioman Marine Park,1
TIOMAN_S03,Tioman Reef Site 03,Tioman,Pahang,Sunda Shelf,2.786707,104.174222,Tioman Marine Park,1
TIOMAN_S04,Tioman Reef Site 04,Tioman,Pahang,Sunda Shelf,2.779381,104.175364,Tioman Marine Park,1
TIOMAN_S05,Tioman Reef Site 05,Tioman,Pahang,Sunda Shelf,2.775207,104.173784,Tioman Marine Park,1
TIOMAN_S06,Tioman Reef Site 06,Tioman,Pahang,Sunda Shelf,2.771318,104.167355,Tioman Marine Park,1
TIOMAN_S07,Tioman Reef Site 07,Tioman,Pahang,Sunda Shelf,2.773323,104.15797,Tioman Marine Park,1
TIOMAN_S08,Tioman Reef Site 08,Tioman,Pahang,Sunda Shelf,2.77761,104.153348,Tioman Marine Park,1
TIOMAN_S09,Tioman Reef Site 09,Tioman,Pahang,Sunda Shelf,2.78748,104.151497,Tioman Marine Park,1
TIOMAN_S10,Tioman Reef Site 10,Tioman,Pahang,Sunda Shelf,2.797992,104.158137,Tioman Marine Park,1
TUN_MUSTAPHA_PARK_S01,Tun Mustapha Park Reef Site 01,Tun Mustapha Park,Sabah,North Borneo,7.10575,117.150074,Tun Mustapha Park,1
TUN_MUSTAPHA_PARK_S02,Tun Mustapha Park Reef Site 02,Tun Mustapha Park,Sabah,North Borneo,7.10564,117.154178,Tun Mustapha Park,1
TUN_MUSTAPHA_PARK_S03,Tun Mustapha Park Reef Site 03,Tun Mustapha Park,Sabah,North Borneo,7.102816,117.157815,Tun Mustapha Park,1
TUN_MUSTAPHA_PARK_S04,Tun Mustapha Park Reef Site 04,Tun Mustapha Park,Sabah,North Borneo,7.097689,117.159286,Tun Mustapha Park,1
TUN_MUSTAPHA_PARK_S05,Tun Mustapha Park Reef Site 05,Tun Mustapha Park,Sabah,North Borneo,7.09172,117.156909,Tun Mustapha Park,1
TUN_MUSTAPHA_PARK_S06,Tun Mustapha Park Reef Site 06,Tun Mustapha Park,Sabah,North Borneo,7.088001,117.149821,Tun Mustapha Park,1
TUN_MUSTAPHA_PARK_S07,Tun Mustapha Park Reef Site 07,Tun Mustapha Park,Sabah,North Borneo,7.088692,117.14304,Tun Mustapha Park,1
TUN_MUSTAPHA_PARK_S08,Tun Mustapha Park Reef Site 08,Tun Mustapha Park,Sabah,North Borneo,7.096752,117.135759,Tun Mustapha Park,1
TUN_MUSTAPHA_PARK_S09,Tun Mustapha Park Reef Site 09,Tun Mustapha Park,Sabah,North Borneo,7.105374,117.135081,Tun Mustapha Park,1
TUN_MUSTAPHA_PARK_S10,Tun Mustapha Park Reef Site 10,Tun Mustapha Park,Sabah,North Borneo,7.11358,117.139694,Tun Mustapha Park,1
TUN_SAKARAN_MARINE_PARK_S01,Tun Sakaran Marine Park Reef Site 01,Tun Sakaran Marine Park,Sabah,North Borneo,4.605723,118.782745,Tun Sakaran Marine Park,1
TUN_SAKARAN_MARINE_PARK_S02,Tun Sakaran Marine Park Reef Site 02,Tun Sakaran Marine Park,Sabah,North Borneo,4.605465,118.787689,Tun Sakaran Marine Park,1
TUN_SAKARAN_MARINE_PARK_S03,Tun Sakaran Marine Park Reef Site 03,Tun Sakaran Marine Park,Sabah,North Borneo,4.602658,118.791135,Tun Sakaran Marine Park,1
TUN_SAKARAN_MARINE_PARK_S04,Tun Sakaran Marine Park Reef Site 04,Tun Sakaran Marine Park,Sabah,North Borneo,4.597395,118.792466,Tun Sakaran Marine Park,1
TUN_SAKARAN_MARINE_PARK_S05,Tun Sakaran Marine Park Reef Site 05,Tun Sakaran Marine Park,Sabah,North Borneo,4.591071,118.789306,Tun Sakaran Marine Park,1
TUN_SAKARAN_MARINE_PARK_S06,Tun Sakaran Marine Park Reef Site 06,Tun Sakaran Marine Park,Sabah,North Borneo,4.58801,118.782814,Tun Sakaran Marine Park,1
TUN_SAKARAN_MARINE_PARK_S07,Tun Sakaran Marine Park Reef Site 07,Tun Sakaran Marine Park,Sabah,North Borneo,4.588886,118.776063,Tun Sakaran Marine Park,1
TUN_SAKARAN_MARINE_PARK_S08,Tun Sakaran Marine Park Reef Site 08,Tun Sakaran Marine Park,Sabah,North Borneo,4.596872,118.769096,Tun Sakaran Marine Park,1
TUN_SAKARAN_MARINE_PARK_S09,Tun Sakaran Marine Park Reef Site 09,Tun Sakaran Marine Park,Sabah,North Borneo,4.606124,118.768742,Tun Sakaran Marine Park,1
TUN_SAKARAN_MARINE_PARK_S10,Tun Sakaran Marine Park Reef Site 10,Tun Sakaran Marine Park,Sabah,North Borneo,4.614268,118.774027,Tun Sakaran Marine Park,1
TUNKU_ABDUL_RAHMAN_PARK_S01,Tunku Abdul Rahman Park Reef Site 01,Tunku Abdul Rahman Park,Sabah,North Borneo,5.972446,115.983094,Tunku Abdul Rahman Park,1
TUNKU_ABDUL_RAHMAN_PARK_S02,Tunku Abdul Rahman Park Reef Site 02,Tunku Abdul Rahman Park,Sabah,North Borneo,5.972107,115.98777,Tunku Abdul Rahman Park,1
TUNKU_ABDUL_RAHMAN_PARK_S03,Tunku Abdul Rahman Park Reef Site 03,Tunku Abdul Rahman Park,Sabah,North Borneo,5.968464,115.991403,Tunku Abdul Rahman Park,1
TUNKU_ABDUL_RAHMAN_PARK_S04,Tunku Abdul Rahman Park Reef Site 04,Tunku Abdul Rahman Park,Sabah,North Borneo,5.963795,115.992394,Tunku Abdul Rahman Park,1
TUNKU_ABDUL_RAHMAN_PARK_S05,Tunku Abdul Rahman Park Reef Site 05,Tunku Abdul Rahman Park,Sabah,North Borneo,5.957849,115.989435,Tunku Abdul Rahman Park,1
TUNKU_ABDUL_RAHMAN_PARK_S06,Tunku Abdul Rahman Park Reef Site 06,Tunku Abdul Rahman Park,Sabah,North Borneo,5.954701,115.983422,Tunku Abdul Rahman Park,1
TUNKU_ABDUL_RAHMAN_PARK_S07,Tunku Abdul Rahman Park Reef Site 07,Tunku Abdul Rahman Park,Sabah,North Borneo,5.955337,115.976447,Tunku Abdul Rahman Park,1
TUNKU_ABDUL_RAHMAN_PARK_S08,Tunku Abdul Rahman Park Reef Site 08,Tunku Abdul Rahman Park,Sabah,North Borneo,5.961118,115.969845,Tunku Abdul Rahman Park,1
TUNKU_ABDUL_RAHMAN_PARK_S09,Tunku Abdul Rahman Park Reef Site 09,Tunku Abdul Rahman Park,Sabah,North Borneo,5.971873,115.968343,Tunku Abdul Rahman Park,1
TUNKU_ABDUL_RAHMAN_PARK_S10,Tunku Abdul Rahman Park Reef Site 10,Tunku Abdul Rahman Park,Sabah,North Borneo,5.980586,115.97344,Tunku Abdul Rahman Park,1
USUKAN_COVE_S01,Usukan Cove Reef Site 01,Usukan Cove,Sabah,North Borneo,6.389048,116.416856,West Coast Sabah Coastal,1
USUKAN_COVE_S02,Usukan Cove Reef Site 02,Usukan Cove,Sabah,North Borneo,6.38859,116.421313,West Coast Sabah Coastal,1
USUKAN_COVE_S03,Usukan Cove Reef Site 03,Usukan Cove,Sabah,North Borneo,6.385887,116.424583,West Coast Sabah Coastal,1
USUKAN_COVE_S04,Usukan Cove Reef Site 04,Usukan Cove,Sabah,North Borneo,6.380101,116.425701,West Coast Sabah Coastal,1
USUKAN_COVE_S05,Usukan Cove Reef Site 05,Usukan Cove,Sabah,North Borneo,6.375394,116.424029,West Coast Sabah Coastal,1
USUKAN_COVE_S06,Usukan Cove Reef Site 06,Usukan Cove,Sabah,North Borneo,6.371314,116.417285,West Coast Sabah Coastal,1
USUKAN_COVE_S07,Usukan Cove Reef Site 07,Usukan Cove,Sabah,North Borneo,6.373513,116.407712,West Coast Sabah Coastal,1
USUKAN_COVE_S08,Usukan Cove Reef Site 08,Usukan Cove,Sabah,North Borneo,6.378038,116.403104,West Coast Sabah Coastal,1
USUKAN_COVE_S09,Usukan Cove Reef Site 09,Usukan Cove,Sabah,North Borneo,6.388283,116.401666,West Coast Sabah Coastal,1
USUKAN_COVE_S10,Usukan Cove Reef Site 10,Usukan Cove,Sabah,North Borneo,6.396801,116.406305,West Coast Sabah Coastal,1
